FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,etab_nom,etab_adresse,etab_jour,etab_creation_date,activite_statut,activite_categorie,toilette_type,service,source_file,terrain,operateur,lon,lat,region_key,commune_key,nom
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_519a,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1719583333333332,6.1980200000000005,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_519b,Maritime,Golfe,Golfe 4,Amoutivé,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.2120183333333334,6.13104,MARITIME,GOLFE4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_519c,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1722933333333332,6.198151666666666,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_519d,Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1281633333333334,6.236913333333333,MARITIME,AGOENYIVE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_519e,Maritime,Golfe,Golfe 7,Aflao-Sagbado,,,,,,,,,Mobile Money,mobile money.csv,,Nsp,1.1646,6.176755000000001,MARITIME,GOLFE7,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_519f,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1723471331609543,6.198038944656631,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51a0,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1722156787703568,6.198108999868428,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51a1,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.1696016408225947,6.21506326482814,MARITIME,AGOENYIVE3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51a2,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.1958783333333334,6.179748333333333,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51a3,Maritime,Golfe,Golfe 7,Aflao-Sagbado,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.0984016666666667,6.175385,MARITIME,GOLFE7,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51a4,Maritime,Golfe,Golfe 7,Aflao-Sagbado,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1650363578569565,6.177360032357817,MARITIME,GOLFE7,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51a5,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.1683253421712796,6.2170212526739,MARITIME,AGOENYIVE3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51a6,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1996433333333334,6.240173333333333,MARITIME,AGOENYIVE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51a7,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.193464341608293,6.197448303612031,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51a8,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.1833196964964163,6.202265874102586,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51a9,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1582081929226482,6.222923084664267,MARITIME,AGOENYIVE3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51aa,Maritime,Golfe,Golfe 4,Amoutivé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.2043209391332568,6.1256763704660315,MARITIME,GOLFE4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51ab,Maritime,Golfe,Golfe 1,Bè-Est,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.244630375430731,6.134583881676546,MARITIME,GOLFE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51ac,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1730033333333334,6.197428333333333,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51ad,Maritime,Golfe,Golfe 7,Aflao-Sagbado,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1661756974355648,6.178499388387947,MARITIME,GOLFE7,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51ae,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.184363636836917,6.19990672325553,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51af,Maritime,Golfe,Golfe 3,Bè-Ouest,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.2216033333333334,6.150311666666666,MARITIME,GOLFE3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51b0,Maritime,Golfe,Golfe 4,Amoutivé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.2043544759695761,6.126431011793747,MARITIME,GOLFE4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51b1,Maritime,Golfe,Golfe 7,Aflao-Sagbado,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1489283333333333,6.189783333333333,MARITIME,GOLFE7,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51b2,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1716877446111555,6.197695898804759,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51b3,Maritime,Golfe,Golfe 4,Amoutivé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.2239016666666667,6.128870000000001,MARITIME,GOLFE4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51b4,Maritime,Golfe,Golfe 7,Aflao-Sagbado,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.09267262500693,6.171273192776281,MARITIME,GOLFE7,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51b5,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1784033333333332,6.243741666666667,MARITIME,AGOENYIVE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51b6,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1732372882382864,6.19782129547014,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51b7,Maritime,Golfe,Golfe 1,Bè-Est,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.245835,6.1338099999999995,MARITIME,GOLFE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51b8,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.1691999281617749,6.215990461056723,MARITIME,AGOENYIVE3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51b9,Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.136875,6.245443333333332,MARITIME,AGOENYIVE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51ba,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.192528999075223,6.197413070287653,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51bb,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.1562750097260757,6.22282691103225,MARITIME,AGOENYIVE3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51bc,Maritime,Golfe,Golfe 7,Aflao-Sagbado,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.0927552262123073,6.170505818750102,MARITIME,GOLFE7,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51bd,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.2020583333333335,6.241241666666667,MARITIME,AGOENYIVE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51be,Maritime,Golfe,Golfe 7,Aflao-Sagbado,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1492816666666668,6.1902099999999995,MARITIME,GOLFE7,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51bf,Maritime,Golfe,Golfe 4,Amoutivé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.2044277702947597,6.1265097712575,MARITIME,GOLFE4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51c0,Maritime,Golfe,Golfe 7,Aflao-Sagbado,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1493866666666666,6.188803333333334,MARITIME,GOLFE7,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51c1,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1725575140982676,6.19718651821628,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51c2,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1776583333333333,6.243956666666666,MARITIME,AGOENYIVE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51c3,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1921238042931106,6.173794148418704,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51c4,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.155465,6.222976666666667,MARITIME,AGOENYIVE3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51c5,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.2024728930978463,6.238988177437469,MARITIME,AGOENYIVE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51c6,Maritime,Golfe,Golfe 4,Amoutivé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.2029201415938016,6.122040907286252,MARITIME,GOLFE4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51c7,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.19069,6.198244999999999,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51c8,Maritime,Golfe,Golfe 7,Aflao-Sagbado,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1672885114093132,6.1768477434231395,MARITIME,GOLFE7,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51c9,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1553178731121891,6.222918353883874,MARITIME,AGOENYIVE3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51ca,Maritime,Golfe,Golfe 7,Aflao-Sagbado,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1187150000000001,6.19104,MARITIME,GOLFE7,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51cb,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1904806371537793,6.198282618264443,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51cc,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1774033333333334,6.244226666666666,MARITIME,AGOENYIVE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51cd,Maritime,Golfe,Golfe 4,Amoutivé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.2042316666666668,6.127163333333334,MARITIME,GOLFE4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51ce,Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1305366666666667,6.2502933333333335,MARITIME,AGOENYIVE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51cf,Maritime,Golfe,Golfe 7,Aflao-Sagbado,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1467866666666666,6.188204999999999,MARITIME,GOLFE7,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51d0,Maritime,Golfe,Golfe 7,Aflao-Sagbado,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.08882,6.170916666666667,MARITIME,GOLFE7,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51d1,Maritime,Golfe,Golfe 3,Bè-Ouest,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.2150910424835673,6.160780026119695,MARITIME,GOLFE3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51d2,Maritime,Golfe,Golfe 7,Aflao-Sagbado,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1468933333333333,6.188641666666666,MARITIME,GOLFE7,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51d3,Maritime,Golfe,Golfe 4,Amoutivé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.2102533333333334,6.1301000000000005,MARITIME,GOLFE4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51d4,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.196005,6.179336666666668,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51d5,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.15382,6.223665,MARITIME,AGOENYIVE3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51d6,Maritime,Golfe,Golfe 4,Amoutivé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.2043038286593695,6.1272895155036196,MARITIME,GOLFE4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51d7,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.203646403190051,6.238982524069058,MARITIME,AGOENYIVE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51d8,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.189971848250732,6.1974393952282805,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51d9,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1538400236767101,6.223806666641441,MARITIME,AGOENYIVE3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51da,Maritime,Golfe,Golfe 7,Aflao-Sagbado,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.090115,6.1721900000000005,MARITIME,GOLFE7,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51db,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1943620430173656,6.177709304554587,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51dc,Maritime,Golfe,Golfe 4,Amoutivé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.2041816666666667,6.1274,MARITIME,GOLFE4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51dd,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.1899833333333334,6.196778333333333,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51de,Maritime,Golfe,Golfe 7,Aflao-Sagbado,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.0908916666666668,6.172451666666666,MARITIME,GOLFE7,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51df,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.1694834827143257,6.217909317905077,MARITIME,AGOENYIVE3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51e0,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1540116152537314,6.224889626436001,MARITIME,AGOENYIVE3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51e1,Maritime,Golfe,Golfe 4,Amoutivé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.222020539881863,6.128739529936615,MARITIME,GOLFE4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51e2,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.1896416666666667,6.196133333333334,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51e3,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1747699999999999,6.244361666666666,MARITIME,AGOENYIVE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51e4,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1910732306688527,6.196778544013047,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51e5,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.1938733333333333,6.176941666666666,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51e6,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.1894633333333333,6.196088333333334,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51e7,Maritime,Golfe,Golfe 7,Aflao-Sagbado,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1702916666666667,6.171595,MARITIME,GOLFE7,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51e8,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.2045750000000002,6.240528333333333,MARITIME,AGOENYIVE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51e9,Maritime,Golfe,Golfe 7,Aflao-Sagbado,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.095009124280021,6.172045479944098,MARITIME,GOLFE7,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51ea,Maritime,Golfe,Golfe 3,Bè-Ouest,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.2207666666666666,6.15194,MARITIME,GOLFE3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51eb,Maritime,Golfe,Golfe 7,Aflao-Sagbado,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.1503383333333335,6.189699999999999,MARITIME,GOLFE7,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51ec,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1560248244235676,6.226805871297412,MARITIME,AGOENYIVE3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51ed,Maritime,Golfe,Golfe 7,Aflao-Sagbado,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1168833333333335,6.193861666666667,MARITIME,GOLFE7,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51ee,Maritime,Agoè-Nyivé,Agoè-Nyivé 5,Sanguera,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1229349999999998,6.256375000000001,MARITIME,AGOENYIVE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51ef,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1962700000000002,6.176368333333333,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51f0,Maritime,Golfe,Golfe 7,Aflao-Sagbado,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.0951433333333334,6.170918333333333,MARITIME,GOLFE7,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51f1,Maritime,Golfe,Golfe 7,Aflao-Sagbado,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.169532720272098,6.170838052946923,MARITIME,GOLFE7,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51f2,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1561419733824785,6.22670344757327,MARITIME,AGOENYIVE3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51f3,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.2041508118660669,6.2405884005496555,MARITIME,AGOENYIVE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51f4,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.1748100000000001,6.2438433333333325,MARITIME,AGOENYIVE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51f5,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,Nsp,1.1965333333333334,6.175884999999999,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51f6,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1790514889427475,6.1848368011804675,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51f7,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1700812452920706,6.185476598523868,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51f8,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.1890416666666668,6.195939999999999,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51f9,Maritime,Golfe,Golfe 4,Amoutivé,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.2143466666666667,6.125325,MARITIME,GOLFE4,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51fa,Maritime,Golfe,Golfe 1,Bè-Est,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.2444720751915597,6.135284810881576,MARITIME,GOLFE1,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51fb,Maritime,Golfe,Golfe 5,Aflao-Gakli,,,,,,,,,Mobile Money,mobile money.csv,,Togocom,1.1975866666666666,6.173993333333334,MARITIME,GOLFE5,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51fc,Maritime,Golfe,Golfe 3,Bè-Ouest,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.2152001900647842,6.16080073726013,MARITIME,GOLFE3,Mobile Money
_mview_tel_agents_mobile_money.fid--5eb27099_1a070dc3cf9_51fd,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,,,,,,,,,Mobile Money,mobile money.csv,,"Moov, Togocom",1.1760066666666666,6.242914999999999,MARITIME,AGOENYIVE1,Mobile Money
